,document,subject,relation,object
1774,"Meanwhile, the princess of Vidharva,
Damayanti, afflicted with grief, having beheld the royal son of
Bhangasura, and Varshneya of the Suta race, and also Vahuka in that
guise, asked herself, 'Whose is this car-rattle?",Vahuka,Varshneya of,Suta race
1775,"Meanwhile, the princess of Vidharva,
Damayanti, afflicted with grief, having beheld the royal son of
Bhangasura, and Varshneya of the Suta race, and also Vahuka in that
guise, asked herself, 'Whose is this car-rattle?",princess,beheld,son of Bhangasura
1776,"Meanwhile, the princess of Vidharva,
Damayanti, afflicted with grief, having beheld the royal son of
Bhangasura, and Varshneya of the Suta race, and also Vahuka in that
guise, asked herself, 'Whose is this car-rattle?",princess,beheld,royal son
1777,"Meanwhile, the princess of Vidharva,
Damayanti, afflicted with grief, having beheld the royal son of
Bhangasura, and Varshneya of the Suta race, and also Vahuka in that
guise, asked herself, 'Whose is this car-rattle?",princess,beheld,son
1778,"Meanwhile, the princess of Vidharva,
Damayanti, afflicted with grief, having beheld the royal son of
Bhangasura, and Varshneya of the Suta race, and also Vahuka in that
guise, asked herself, 'Whose is this car-rattle?",Varshneya,asked,herself
1779,"It was loud as that of
Nala, but I do not see the ruler of the Nishadhas.",It,was loud as,that of Nala
1780,"It was loud as that of
Nala, but I do not see the ruler of the Nishadhas.",It,was loud as,that
1781,"It was loud as that of
Nala, but I do not see the ruler of the Nishadhas.",I,ruler of,Nishadhas
1782,"It was loud as that of
Nala, but I do not see the ruler of the Nishadhas.",It,was,loud
1783,"Certainly, Varshneya
hath learnt the art from Nala, and it is for this the rattle of the car
driven by him hath been even like that of Nala.",it,is,for rattle of car driven
1784,"Certainly, Varshneya
hath learnt the art from Nala, and it is for this the rattle of the car
driven by him hath been even like that of Nala.",it,is rattle of,car driven by him
1785,"Certainly, Varshneya
hath learnt the art from Nala, and it is for this the rattle of the car
driven by him hath been even like that of Nala.",it,is,for rattle
1786,"Certainly, Varshneya
hath learnt the art from Nala, and it is for this the rattle of the car
driven by him hath been even like that of Nala.",it,is rattle of,car driven
1787,"Certainly, Varshneya
hath learnt the art from Nala, and it is for this the rattle of the car
driven by him hath been even like that of Nala.",it,is,rattle
1788,"Certainly, Varshneya
hath learnt the art from Nala, and it is for this the rattle of the car
driven by him hath been even like that of Nala.",it,is rattle of,car
1789,"Certainly, Varshneya
hath learnt the art from Nala, and it is for this the rattle of the car
driven by him hath been even like that of Nala.",it,is,for rattle of car driven by him
1790,"Certainly, Varshneya
hath learnt the art from Nala, and it is for this the rattle of the car
driven by him hath been even like that of Nala.",it,is,for rattle of car
1791,"Or, is Rituparna equally
skilled with Nala so that the rattle of his car seemeth to be like that
of Nala?'",Rituparna,is equally skilled with,Nala
1792,"Or, is Rituparna equally
skilled with Nala so that the rattle of his car seemeth to be like that
of Nala?'",Rituparna,is,equally skilled
1793,"Or, is Rituparna equally
skilled with Nala so that the rattle of his car seemeth to be like that
of Nala?'",Rituparna,is,skilled
1794,"Or, is Rituparna equally
skilled with Nala so that the rattle of his car seemeth to be like that
of Nala?'",Rituparna,is skilled with,Nala
1795,"And reflecting thus, O monarch, the blessed and beauteous girl
sent a female messenger in search of Nishada.""",blessed girl,sent,messenger
1796,"And reflecting thus, O monarch, the blessed and beauteous girl
sent a female messenger in search of Nishada.""",blessed girl,sent messenger in,search
1797,"And reflecting thus, O monarch, the blessed and beauteous girl
sent a female messenger in search of Nishada.""",blessed girl,sent in,search of Nishada
1798,"And reflecting thus, O monarch, the blessed and beauteous girl
sent a female messenger in search of Nishada.""",girl,sent,messenger
1799,"And reflecting thus, O monarch, the blessed and beauteous girl
sent a female messenger in search of Nishada.""",girl,sent in,search of Nishada
1800,"And reflecting thus, O monarch, the blessed and beauteous girl
sent a female messenger in search of Nishada.""",blessed girl,sent messenger in,search of Nishada
1801,"And reflecting thus, O monarch, the blessed and beauteous girl
sent a female messenger in search of Nishada.""",girl,sent messenger in,search of Nishada
1802,"And reflecting thus, O monarch, the blessed and beauteous girl
sent a female messenger in search of Nishada.""",blessed girl,sent in,search
1803,"And reflecting thus, O monarch, the blessed and beauteous girl
sent a female messenger in search of Nishada.""",blessed girl,sent,female messenger
1804,"And reflecting thus, O monarch, the blessed and beauteous girl
sent a female messenger in search of Nishada.""",girl,sent in,search
1805,"And reflecting thus, O monarch, the blessed and beauteous girl
sent a female messenger in search of Nishada.""",girl,sent messenger in,search
1806,"And reflecting thus, O monarch, the blessed and beauteous girl
sent a female messenger in search of Nishada.""",girl,sent,female messenger
1807,"O blessed one,
O faultless one, approaching him, cautiously and with suit words, make
thou the usual inquiries of courtesy and learn all particulars truly.",thou,usual inquiries of,courtesy
1808,"O blessed one,
O faultless one, approaching him, cautiously and with suit words, make
thou the usual inquiries of courtesy and learn all particulars truly.",thou,inquiries of,courtesy
1809,"Having regard to the feeling of satisfaction my mind experienceth, and
the delight my heart feeleth, I am greatly afraid this one is king Nala
himself.",regard,am,afraid
1810,"Having regard to the feeling of satisfaction my mind experienceth, and
the delight my heart feeleth, I am greatly afraid this one is king Nala
himself.",Having regard,am,afraid
1811,"Having regard to the feeling of satisfaction my mind experienceth, and
the delight my heart feeleth, I am greatly afraid this one is king Nala
himself.",regard,am,greatly afraid
1812,"Having regard to the feeling of satisfaction my mind experienceth, and
the delight my heart feeleth, I am greatly afraid this one is king Nala
himself.",delight,am,greatly afraid
1813,"Having regard to the feeling of satisfaction my mind experienceth, and
the delight my heart feeleth, I am greatly afraid this one is king Nala
himself.",I,am,greatly afraid
1814,"Having regard to the feeling of satisfaction my mind experienceth, and
the delight my heart feeleth, I am greatly afraid this one is king Nala
himself.",one,is,king Nala himself
1815,"Having regard to the feeling of satisfaction my mind experienceth, and
the delight my heart feeleth, I am greatly afraid this one is king Nala
himself.",I,am,afraid
1816,"Having regard to the feeling of satisfaction my mind experienceth, and
the delight my heart feeleth, I am greatly afraid this one is king Nala
himself.",delight,am,afraid
1817,"Having regard to the feeling of satisfaction my mind experienceth, and
the delight my heart feeleth, I am greatly afraid this one is king Nala
himself.",Having regard,am,greatly afraid
1818,"And, O faultless one, having inquired after his welfare, thou
shalt speak unto him the words of Parnada.",thou,shalt speak words unto,him
1819,"And, O faultless one, having inquired after his welfare, thou
shalt speak unto him the words of Parnada.",thou,words of,Parnada
1820,"And, O faultless one, having inquired after his welfare, thou
shalt speak unto him the words of Parnada.",thou,shalt speak unto,him
1821,"Thus instructed, that female
messenger, going cautiously, while the blessed Damayanti watched from the
terrace, addressed Vahuka in these words, 'O foremost of men, thou art
welcome.",Damayanti,watched from,terrace
1822,"Thus instructed, that female
messenger, going cautiously, while the blessed Damayanti watched from the
terrace, addressed Vahuka in these words, 'O foremost of men, thou art
welcome.",blessed Damayanti,watched from,terrace
1823,I wish thee happiness.,I,wish,happiness
1824,I wish thee happiness.,I,wish,thee
1825,"O bull among men, hear now the words of
Damayanti.",bull,hear,words of Damayanti
1826,"O bull among men, hear now the words of
Damayanti.",bull,hear now,words
1827,"O bull among men, hear now the words of
Damayanti.",bull,hear,words
1828,"O bull among men, hear now the words of
Damayanti.",bull,hear now,words of Damayanti
1829,"Thus addressed, Vahuka answered, the illustrious king of Kosala had heard
from a Brahmana that a second Swayamvara of Damayanti would take place.",Swayamvara,take,place
1830,"Thus addressed, Vahuka answered, the illustrious king of Kosala had heard
from a Brahmana that a second Swayamvara of Damayanti would take place.",second Swayamvara,take,place
